"RUP_ID","MapScale","length_m","Rank","NODE_ID","Latitude","Longitude"
13,"1:62,500",1859.04,"Principal",13,40.2313307827985,-117.643403237925
13,"1:62,500",1859.04,"Principal",14,40.2309466033813,-117.643533363211
13,"1:62,500",1859.04,"Principal",15,40.2305996026174,-117.64361391696
13,"1:62,500",1859.04,"Principal",16,40.2300729050293,-117.643644899171
13,"1:62,500",1859.04,"Principal",17,40.2298064580142,-117.643713060036
13,"1:62,500",1859.04,"Principal",18,40.2295524038835,-117.643768828016
13,"1:62,500",1859.04,"Principal",19,40.2291682244663,-117.643861774649
13,"1:62,500",1859.04,"Principal",20,40.2288088308179,-117.643967114166
13,"1:62,500",1859.04,"Principal",21,40.2284060620741,-117.644097239453
13,"1:62,500",1859.04,"Principal",22,40.2280838470791,-117.644221168297
13,"1:62,500",1859.04,"Principal",23,40.2276624890086,-117.644345097141
13,"1:62,500",1859.04,"Principal",24,40.2273030953603,-117.644438043774
13,"1:62,500",1859.04,"Principal",25,40.2267392191189,-117.644530990408
13,"1:62,500",1859.04,"Principal",26,40.2262001286464,-117.644698294347
13,"1:62,500",1859.04,"Principal",27,40.2254565555809,-117.644927562709
13,"1:62,500",1859.04,"Principal",28,40.224731571842,-117.645317938569
13,"1:62,500",1859.04,"Principal",29,40.2240189809876,-117.64571451087
13,"1:62,500",1859.04,"Principal",30,40.2230957110979,-117.646327958649
13,"1:62,500",1859.04,"Principal",31,40.2223738255802,-117.646783397152
13,"1:62,500",1859.04,"Principal",32,40.222048512364,-117.646941406428
13,"1:62,500",1859.04,"Principal",33,40.2214536539116,-117.647155183685
13,"1:62,500",1859.04,"Principal",34,40.220998215409,-117.647322487624
13,"1:62,500",1859.04,"Principal",35,40.2206357235395,-117.647610622187
13,"1:62,500",1859.04,"Principal",36,40.2202453476801,-117.648000998047
13,"1:62,500",1859.04,"Principal",37,40.2200501597504,-117.64812182867
13,"1:62,500",1859.04,"Principal",38,40.2196690785544,-117.648168301986
13,"1:62,500",1859.04,"Principal",39,40.219046336112,-117.648186891313
14,"1:62,500",516.246,"Principal",1,40.5805598974419,-117.485644819478
14,"1:62,500",516.246,"Principal",2,40.5800497274758,-117.485800704745
14,"1:62,500",516.246,"Principal",3,40.5795962430614,-117.485829047521
14,"1:62,500",516.246,"Principal",4,40.579156930035,-117.485545619762
14,"1:62,500",516.246,"Principal",5,40.5787601311725,-117.4851488209
14,"1:62,500",516.246,"Principal",6,40.5779240192836,-117.484666993709
14,"1:62,500",516.246,"Principal",7,40.577527220421,-117.48445442289
14,"1:62,500",516.246,"Principal",8,40.5771871071103,-117.484241852071
14,"1:62,500",516.246,"Principal",9,40.5767619654718,-117.484227680683
14,"1:62,500",516.246,"Principal",10,40.5762234527298,-117.484213509295
15,"1:62,500",508.81,"Distributed",1,40.2273092918025,-117.644441141996
15,"1:62,500",508.81,"Distributed",2,40.2269932732497,-117.644766455212
15,"1:62,500",508.81,"Distributed",3,40.2263519414807,-117.645231188378
15,"1:62,500",508.81,"Distributed",4,40.2256734310584,-117.64565874289
15,"1:62,500",508.81,"Distributed",5,40.2249856259728,-117.646011940096
15,"1:62,500",508.81,"Distributed",6,40.2244930088169,-117.646337253313
15,"1:62,500",508.81,"Distributed",7,40.2241676956007,-117.646402315956
15,"1:62,500",508.81,"Distributed",8,40.2238888557011,-117.646513851916
15,"1:62,500",508.81,"Distributed",9,40.2235542478217,-117.646551030569
15,"1:62,500",508.81,"Distributed",10,40.2233497652286,-117.646485967926
15,"1:62,500",508.81,"Distributed",11,40.2231638719623,-117.646300074659
16,"1:62,500",92.9843,"Principal",1,40.5750047133663,-117.487430414359
16,"1:62,500",92.9843,"Principal",2,40.5746929428314,-117.487572128239
16,"1:62,500",92.9843,"Principal",3,40.5743103153568,-117.487756356282
16,"1:62,500",92.9843,"Principal",4,40.5742111156412,-117.48777052767
17,"1:62,500",322.706,"Principal",1,40.5737859740027,-117.487798870446
17,"1:62,500",322.706,"Principal",2,40.5732191184848,-117.487798870446
17,"1:62,500",322.706,"Principal",3,40.5726947771307,-117.48784138461
17,"1:62,500",322.706,"Principal",4,40.572340492432,-117.487983098489
17,"1:62,500",322.706,"Principal",5,40.5718444938538,-117.4883232118
17,"1:62,500",322.706,"Principal",6,40.5713059811118,-117.488720010663
17,"1:62,500",322.706,"Principal",7,40.5710508961288,-117.488819210378
18,"1:62,500",104.226,"Distributed",1,40.2262589948475,-117.644673508579
18,"1:62,500",104.226,"Distributed",2,40.225692020385,-117.645649448227
19,"1:62,500",142.738,"Distributed",1,40.2255897790885,-117.644887285835
19,"1:62,500",142.738,"Distributed",2,40.2247532593898,-117.64616065471
20,"1:62,500",379.642,"Principal",1,40.5678481624525,-117.489442751448
20,"1:62,500",379.642,"Principal",2,40.5670120505636,-117.489570293939
20,"1:62,500",379.642,"Principal",3,40.5664877092095,-117.489712007819
20,"1:62,500",379.642,"Principal",4,40.566062567571,-117.489782864759
20,"1:62,500",379.642,"Principal",5,40.5657224542603,-117.489782864759
20,"1:62,500",379.642,"Principal",6,40.5654531978893,-117.489626979491
20,"1:62,500",379.642,"Principal",7,40.5651839415183,-117.489371894508
20,"1:62,500",379.642,"Principal",8,40.564985542087,-117.489187666465
20,"1:62,500",379.642,"Principal",9,40.5648721709834,-117.489145152301
20,"1:62,500",379.642,"Principal",10,40.564702114328,-117.489145152301
20,"1:62,500",379.642,"Principal",11,40.5645887432244,-117.489173495077
21,"1:62,500",685.005,"Principal",1,40.5644045151811,-117.489938750026
21,"1:62,500",685.005,"Principal",2,40.5632849755332,-117.488436582904
21,"1:62,500",685.005,"Principal",3,40.5627464627912,-117.487529614075
21,"1:62,500",685.005,"Principal",4,40.5621087503335,-117.486792701902
21,"1:62,500",685.005,"Principal",5,40.5615985803674,-117.486225846384
21,"1:62,500",685.005,"Principal",6,40.5612442956687,-117.485928247237
21,"1:62,500",685.005,"Principal",7,40.5608474968062,-117.485375563107
21,"1:62,500",685.005,"Principal",8,40.5602381271244,-117.484822878977
21,"1:62,500",685.005,"Principal",9,40.5598271568739,-117.484652822321
22,"1:62,500",563.682,"Principal",1,40.5606632687628,-117.484652822321
22,"1:62,500",563.682,"Principal",2,40.5600538990811,-117.484185166519
22,"1:62,500",563.682,"Principal",3,40.5593595010716,-117.483434082958
22,"1:62,500",563.682,"Principal",4,40.5585659033465,-117.482470428577
22,"1:62,500",563.682,"Principal",5,40.5578431625612,-117.481662659464
22,"1:62,500",563.682,"Principal",6,40.5574038495348,-117.48120917505
22,"1:62,500",563.682,"Principal",7,40.557077907612,-117.480954090067
22,"1:62,500",563.682,"Principal",8,40.5568511654048,-117.480840718963
22,"1:62,500",563.682,"Principal",9,40.5565960804217,-117.4807982048
23,"1:62,500",319.055,"Principal",1,40.5573046498192,-117.482272029146
23,"1:62,500",319.055,"Principal",2,40.5566385945856,-117.48238540025
23,"1:62,500",319.055,"Principal",3,40.5560008821279,-117.482654656621
23,"1:62,500",319.055,"Principal",4,40.5554056838341,-117.483178997975
23,"1:62,500",319.055,"Principal",5,40.5547963141523,-117.483887567372
24,"1:62,500",126.036,"Principal",1,40.5541444303067,-117.483434082958
24,"1:62,500",126.036,"Principal",2,40.5530107192709,-117.483504939898
25,"1:62,500",131.601,"Distributed",1,40.2246696074199,-117.645352019001
25,"1:62,500",131.601,"Distributed",2,40.2238795610378,-117.646504557252
26,"1:62,500",688.212,"Principal",1,40.552443863753,-117.484737850649
26,"1:62,500",688.212,"Principal",2,40.5518486654591,-117.484709507873
26,"1:62,500",688.212,"Principal",3,40.5512109530015,-117.484638650934
26,"1:62,500",688.212,"Principal",4,40.5507149544233,-117.484638650934
26,"1:62,500",688.212,"Principal",5,40.550261470009,-117.484652822321
26,"1:62,500",688.212,"Principal",6,40.5496095861634,-117.484723679261
26,"1:62,500",688.212,"Principal",7,40.5490285592575,-117.484964592856
26,"1:62,500",688.212,"Principal",8,40.5485183892914,-117.48500710702
26,"1:62,500",688.212,"Principal",9,40.5480223907132,-117.485063792572
26,"1:62,500",688.212,"Principal",10,40.5476397632386,-117.48500710702
26,"1:62,500",688.212,"Principal",11,40.5471862788242,-117.48493625008
26,"1:62,500",688.212,"Principal",12,40.5468603369014,-117.484695336485
26,"1:62,500",688.212,"Principal",13,40.5464918808148,-117.484581965382
26,"1:62,500",688.212,"Principal",14,40.5463501669353,-117.484539451218
27,"1:62,500",193.199,"Distributed",1,40.545329827003,-117.482569628293
27,"1:62,500",193.199,"Distributed",2,40.5436009176734,-117.48231454331
28,"1:62,500",325.85,"Principal",1,40.2200245994263,-117.646083973737
28,"1:62,500",325.85,"Principal",2,40.21978293818,-117.645898080471
28,"1:62,500",325.85,"Principal",3,40.2196528128936,-117.645870196481
28,"1:62,500",325.85,"Principal",4,40.2193832676573,-117.645898080471
28,"1:62,500",325.85,"Principal",5,40.2190858384311,-117.645991027104
28,"1:62,500",325.85,"Principal",6,40.2188999451647,-117.64614903638
28,"1:62,500",325.85,"Principal",7,40.2186118106018,-117.64639999229
28,"1:62,500",325.85,"Principal",8,40.2184630959887,-117.64648364426
28,"1:62,500",325.85,"Principal",9,40.2183143813756,-117.646530117577
28,"1:62,500",325.85,"Principal",10,40.2180448361394,-117.646520822913
28,"1:62,500",325.85,"Principal",11,40.2178403535464,-117.646446465607
28,"1:62,500",325.85,"Principal",12,40.2177195229232,-117.646446465607
28,"1:62,500",325.85,"Principal",13,40.2175522189835,-117.64648364426
28,"1:62,500",325.85,"Principal",14,40.2174592723503,-117.646548706903
28,"1:62,500",325.85,"Principal",15,40.2172919684105,-117.6466509482
29,"1:62,500",129.274,"Distributed",1,40.218500274642,-117.647199333335
29,"1:62,500",129.274,"Distributed",2,40.2179518895062,-117.647273690642
29,"1:62,500",129.274,"Distributed",3,40.2176172816267,-117.647310869295
29,"1:62,500",129.274,"Distributed",4,40.2173477363905,-117.647394521265
30,"1:62,500",490.37,"Principal",1,40.5434450324059,-117.482626313845
30,"1:62,500",490.37,"Principal",2,40.5427506343965,-117.482470428577
30,"1:62,500",490.37,"Principal",3,40.5422688072063,-117.482087801103
30,"1:62,500",490.37,"Principal",4,40.5416736089124,-117.481620145301
30,"1:62,500",490.37,"Principal",5,40.5413760097655,-117.481421745869
30,"1:62,500",490.37,"Principal",6,40.5411917817222,-117.481336717542
30,"1:62,500",490.37,"Principal",7,40.5406816117561,-117.481195003662
30,"1:62,500",490.37,"Principal",8,40.5402706415056,-117.481053289783
30,"1:62,500",490.37,"Principal",9,40.5399021854189,-117.480840718963
30,"1:62,500",490.37,"Principal",10,40.5396754432118,-117.480599805368
30,"1:62,500",490.37,"Principal",11,40.5394912151685,-117.480316377609
31,"1:62,500",157.519,"Principal",1,40.2169875681868,-117.645801648339
31,"1:62,500",157.519,"Principal",2,40.2168388535737,-117.645745880359
31,"1:62,500",157.519,"Principal",3,40.2166622549707,-117.645773764349
31,"1:62,500",157.519,"Principal",4,40.2165693083375,-117.645848121655
31,"1:62,500",157.519,"Principal",5,40.2163648257445,-117.645885300309
31,"1:62,500",157.519,"Principal",6,40.216234700458,-117.645838826992
31,"1:62,500",157.519,"Principal",7,40.2161138698349,-117.645736585696
31,"1:62,500",157.519,"Principal",8,40.216002333875,-117.645708701706
31,"1:62,500",157.519,"Principal",9,40.2158722085886,-117.645783059012
31,"1:62,500",157.519,"Principal",10,40.2157792619554,-117.645838826992
31,"1:62,500",157.519,"Principal",11,40.2156584313322,-117.645913184299
32,"1:62,500",71.5249,"Principal",1,40.2154725380659,-117.645569281756
32,"1:62,500",71.5249,"Principal",2,40.2149613315833,-117.646080488238
33,"1:62,500",65.5175,"Principal",1,40.2148683849501,-117.645690112379
33,"1:62,500",65.5175,"Principal",2,40.2143478838043,-117.646052604249
34,"1:62,500",794.413,"Principal",1,40.4853146633269,-117.532829119935
34,"1:62,500",794.413,"Principal",2,40.4848186647487,-117.532800777159
34,"1:62,500",794.413,"Principal",3,40.4841667809031,-117.532559863564
34,"1:62,500",794.413,"Principal",4,40.483656610937,-117.532361464132
34,"1:62,500",794.413,"Principal",5,40.4832881548504,-117.532134721925
34,"1:62,500",794.413,"Principal",6,40.482834670436,-117.531737923063
34,"1:62,500",794.413,"Principal",7,40.4824378715735,-117.531369466976
34,"1:62,500",794.413,"Principal",8,40.4822536435302,-117.531043525053
34,"1:62,500",794.413,"Principal",9,40.482012729935,-117.530760097294
34,"1:62,500",794.413,"Principal",10,40.4817718163399,-117.530561697863
34,"1:62,500",794.413,"Principal",11,40.4813608460894,-117.530505012311
34,"1:62,500",794.413,"Principal",12,40.480921533063,-117.530547526475
34,"1:62,500",794.413,"Principal",13,40.4804822200366,-117.530703411742
34,"1:62,500",794.413,"Principal",14,40.4801987922777,-117.530675068967
34,"1:62,500",794.413,"Principal",15,40.4799720500705,-117.530632554803
34,"1:62,500",794.413,"Principal",16,40.4796744509236,-117.530675068967
34,"1:62,500",794.413,"Principal",17,40.4794193659405,-117.530774268682
34,"1:62,500",794.413,"Principal",18,40.4792351378972,-117.530774268682
34,"1:62,500",794.413,"Principal",19,40.47900839569,-117.53071758313
34,"1:62,500",794.413,"Principal",20,40.4787958248708,-117.530462498147
35,"1:62,500",1945.12,"Principal",1,40.4784273687842,-117.529668900422
35,"1:62,500",1945.12,"Principal",2,40.4779880557578,-117.52975392875
35,"1:62,500",1945.12,"Principal",3,40.4774070288519,-117.529782271526
35,"1:62,500",1945.12,"Principal",4,40.4767976591701,-117.529782271526
35,"1:62,500",1945.12,"Principal",5,40.476301660592,-117.529725585974
35,"1:62,500",1945.12,"Principal",6,40.4756922909102,-117.529583872095
35,"1:62,500",1945.12,"Principal",7,40.4753946917633,-117.529385472663
35,"1:62,500",1945.12,"Principal",8,40.4748561790213,-117.528960331025
35,"1:62,500",1945.12,"Principal",9,40.4746152654262,-117.528818617145
35,"1:62,500",1945.12,"Principal",10,40.4743176662792,-117.528662731878
35,"1:62,500",1945.12,"Principal",11,40.4739633815805,-117.528492675223
35,"1:62,500",1945.12,"Principal",12,40.4736799538216,-117.528308447179
35,"1:62,500",1945.12,"Principal",13,40.4733114977349,-117.527925819705
35,"1:62,500",1945.12,"Principal",14,40.4729005274844,-117.527373135575
35,"1:62,500",1945.12,"Principal",15,40.4724470430701,-117.526862965609
35,"1:62,500",1945.12,"Principal",16,40.4719935586558,-117.526451995358
35,"1:62,500",1945.12,"Principal",17,40.4716817881209,-117.526267767315
35,"1:62,500",1945.12,"Principal",18,40.4714550459137,-117.526182738987
35,"1:62,500",1945.12,"Principal",19,40.4712283037066,-117.526140224823
35,"1:62,500",1945.12,"Principal",20,40.4709307045597,-117.526168567599
35,"1:62,500",1945.12,"Principal",21,40.4701796209984,-117.526296110091
35,"1:62,500",1945.12,"Principal",22,40.4697828221359,-117.526296110091
35,"1:62,500",1945.12,"Principal",23,40.4695419085407,-117.526111882047
35,"1:62,500",1945.12,"Principal",24,40.4693293377215,-117.525899311228
35,"1:62,500",1945.12,"Principal",25,40.4690884241264,-117.525686740409
35,"1:62,500",1945.12,"Principal",26,40.4689041960831,-117.525630054857
35,"1:62,500",1945.12,"Principal",27,40.4684081975049,-117.525630054857
35,"1:62,500",1945.12,"Principal",28,40.4673170006329,-117.525516683753
35,"1:62,500",1945.12,"Principal",29,40.4666934595632,-117.52547416959
35,"1:62,500",1945.12,"Principal",30,40.4661549468212,-117.525374969874
35,"1:62,500",1945.12,"Principal",31,40.4657864907345,-117.52533245571
35,"1:62,500",1945.12,"Principal",32,40.4653613490961,-117.525119884891
35,"1:62,500",1945.12,"Principal",33,40.4650212357853,-117.524793942968
35,"1:62,500",1945.12,"Principal",34,40.4647661508023,-117.524439658269
35,"1:62,500",1945.12,"Principal",35,40.4645960941469,-117.524000345243
35,"1:62,500",1945.12,"Principal",36,40.4643976947156,-117.523773603036
35,"1:62,500",1945.12,"Principal",37,40.4642276380602,-117.523688574708
35,"1:62,500",1945.12,"Principal",38,40.4640575814049,-117.523773603036
35,"1:62,500",1945.12,"Principal",39,40.4637174680941,-117.523972002467
35,"1:62,500",1945.12,"Principal",40,40.4633348406195,-117.524170401898
35,"1:62,500",1945.12,"Principal",41,40.4632214695159,-117.52422708745
35,"1:62,500",1945.12,"Principal",42,40.4628388420413,-117.524170401898
35,"1:62,500",1945.12,"Principal",43,40.4624845573426,-117.524099544959
36,"1:62,500",73.119,"Principal",1,40.2143478838043,-117.645615755073
36,"1:62,500",73.119,"Principal",2,40.2137809093418,-117.646052604249
37,"1:62,500",83.0469,"Principal",1,40.213873855975,-117.645401977816
37,"1:62,500",83.0469,"Principal",2,40.213232524206,-117.645903889635
38,"1:62,500",2006.68,"Principal",1,40.213028041613,-117.645755175022
38,"1:62,500",2006.68,"Principal",2,40.2124517724872,-117.645755175022
38,"1:62,500",2006.68,"Principal",3,40.211949860668,-117.645606460409
38,"1:62,500",2006.68,"Principal",4,40.211308528899,-117.645253263203
38,"1:62,500",2006.68,"Principal",5,40.2106579024666,-117.644862887344
38,"1:62,500",2006.68,"Principal",6,40.2103325892505,-117.644676994077
38,"1:62,500",2006.68,"Principal",7,40.2099608027177,-117.644528279464
38,"1:62,500",2006.68,"Principal",8,40.2096261948382,-117.644435332831
38,"1:62,500",2006.68,"Principal",9,40.2094495962352,-117.644453922158
38,"1:62,500",2006.68,"Principal",10,40.2091149883557,-117.644611931434
38,"1:62,500",2006.68,"Principal",11,40.2088268537928,-117.64499301263
38,"1:62,500",2006.68,"Principal",12,40.2083435313002,-117.646015425595
38,"1:62,500",2006.68,"Principal",13,40.2080275127474,-117.646684641354
38,"1:62,500",2006.68,"Principal",14,40.2077486728478,-117.647325973123
38,"1:62,500",2006.68,"Principal",15,40.2075999582347,-117.647800000952
38,"1:62,500",2006.68,"Principal",16,40.2072746450185,-117.648627225988
38,"1:62,500",2006.68,"Principal",17,40.2065682506063,-117.650300265385
38,"1:62,500",2006.68,"Principal",18,40.2060477494604,-117.65126691037
38,"1:62,500",2006.68,"Principal",19,40.2056016056211,-117.652159198049
38,"1:62,500",2006.68,"Principal",20,40.2052669977416,-117.652707583185
38,"1:62,500",2006.68,"Principal",21,40.2045977819827,-117.653274557647
38,"1:62,500",2006.68,"Principal",22,40.2042352901132,-117.653553397547
38,"1:62,500",2006.68,"Principal",23,40.2037147889674,-117.65395306807
38,"1:62,500",2006.68,"Principal",24,40.2033151184447,-117.654296970612
38,"1:62,500",2006.68,"Principal",25,40.2028968585953,-117.654752409115
38,"1:62,500",2006.68,"Principal",26,40.2024042414394,-117.655375151557
38,"1:62,500",2006.68,"Principal",27,40.2017350256804,-117.656016483326
38,"1:62,500",2006.68,"Principal",28,40.2010658099215,-117.656611341779
38,"1:62,500",2006.68,"Principal",29,40.2003687101726,-117.657113253598
38,"1:62,500",2006.68,"Principal",30,40.1998017357101,-117.657531513447
39,"1:62,500",397.867,"Distributed",1,40.2028550326104,-117.656260468239
39,"1:62,500",397.867,"Distributed",2,40.2018976822885,-117.657059809284
39,"1:62,500",397.867,"Distributed",3,40.2012470558562,-117.657487363797
39,"1:62,500",397.867,"Distributed",4,40.2004663041374,-117.658045043596
39,"1:62,500",397.867,"Distributed",5,40.1997227310719,-117.658519071425
40,"1:62,500",128.938,"Distributed",1,40.2095634558609,-117.645803972005
40,"1:62,500",128.938,"Distributed",2,40.2090336600517,-117.647151698186
41,"1:62,500",583.154,"Distributed",1,40.208838472122,-117.647653610005
41,"1:62,500",583.154,"Distributed",2,40.2082900869862,-117.649084988156
41,"1:62,500",583.154,"Distributed",3,40.2079183004534,-117.650218937081
41,"1:62,500",583.154,"Distributed",4,40.2076487552171,-117.651297118026
41,"1:62,500",583.154,"Distributed",5,40.2074628619508,-117.652217289695
41,"1:62,500",583.154,"Distributed",6,40.2072119060412,-117.65290509478
41,"1:62,500",583.154,"Distributed",7,40.2069516554682,-117.653555721213
41,"1:62,500",583.154,"Distributed",8,40.2067471728752,-117.653899623756
42,"1:62,500",279.945,"Distributed",1,40.2111342539618,-117.654410830238
42,"1:62,500",279.945,"Distributed",2,40.2097865277805,-117.65718993457
43,"1:62,500",205.6,"Distributed",1,40.2108368247356,-117.652142932388
43,"1:62,500",205.6,"Distributed",2,40.2098515904237,-117.654187758318
44,"1:62,500",144.43,"Distributed",1,40.2098144117705,-117.655414653877
44,"1:62,500",144.43,"Distributed",2,40.2090243653884,-117.656762380058
45,"1:62,500",182.014,"Distributed",1,40.207077133423,-117.651543426604
45,"1:62,500",182.014,"Distributed",2,40.2060175418047,-117.653174640017
46,"1:62,500",87.7524,"Distributed",1,40.2506799058043,-117.642317583732
46,"1:62,500",87.7524,"Distributed",2,40.2505404858545,-117.642638249616
46,"1:62,500",87.7524,"Distributed",3,40.2503871239098,-117.642847379541
46,"1:62,500",87.7524,"Distributed",4,40.25021981997,-117.642944973506
46,"1:62,500",87.7524,"Distributed",5,40.2501222260052,-117.642986799491
47,"1:62,500",160.191,"Distributed",1,40.2490208084019,-117.643168045425
47,"1:62,500",160.191,"Distributed",2,40.2484491866078,-117.64357236328
47,"1:62,500",160.191,"Distributed",3,40.2479612167835,-117.64376755121
47,"1:62,500",160.191,"Distributed",4,40.247682376884,-117.643823319189
48,"1:62,500",317.418,"Principal",1,40.462909698981,-117.523472461042
48,"1:62,500",317.418,"Principal",2,40.4624845573426,-117.523713374637
48,"1:62,500",317.418,"Principal",3,40.4621869581957,-117.523713374637
48,"1:62,500",317.418,"Principal",4,40.461818502109,-117.523543317982
48,"1:62,500",317.418,"Principal",5,40.461549245738,-117.523274061611
48,"1:62,500",317.418,"Principal",6,40.4610957613237,-117.522650520541
48,"1:62,500",317.418,"Principal",7,40.4605997627455,-117.521984465307
49,"1:62,500",753.796,"Principal",1,40.4514907094922,-117.517222878957
49,"1:62,500",753.796,"Principal",2,40.4511128058136,-117.517317354877
49,"1:62,500",753.796,"Principal",3,40.4506404262153,-117.517440173572
49,"1:62,500",753.796,"Principal",4,40.4502152845769,-117.517610230228
49,"1:62,500",753.796,"Principal",5,40.4498940664501,-117.517950343538
49,"1:62,500",753.796,"Principal",6,40.449648429059,-117.51844161832
49,"1:62,500",753.796,"Principal",7,40.4494216868518,-117.518951788287
49,"1:62,500",753.796,"Principal",8,40.4491666018687,-117.519169082902
49,"1:62,500",753.796,"Principal",9,40.4487603554142,-117.519301349189
49,"1:62,500",753.796,"Principal",10,40.4482312902642,-117.519499748621
49,"1:62,500",753.796,"Principal",11,40.4479100721373,-117.519679252868
49,"1:62,500",753.796,"Principal",12,40.4476833299302,-117.519877652299
49,"1:62,500",753.796,"Principal",13,40.4476549871543,-117.520085499322
49,"1:62,500",753.796,"Principal",14,40.4475416160507,-117.520246108386
49,"1:62,500",753.796,"Principal",15,40.4473432166194,-117.52026500357
49,"1:62,500",753.796,"Principal",16,40.4472109503319,-117.520179975242
49,"1:62,500",753.796,"Principal",17,40.4470975792283,-117.520094946914
49,"1:62,500",753.796,"Principal",18,40.4468519418372,-117.52012328969
49,"1:62,500",753.796,"Principal",19,40.4465874092622,-117.520557878921
49,"1:62,500",753.796,"Principal",20,40.4464079050148,-117.521143629623
49,"1:62,500",753.796,"Principal",21,40.4463890098309,-117.521549876077
50,"1:62,500",121.026,"Distributed",1,40.447173159964,-117.520605116881
50,"1:62,500",121.026,"Distributed",2,40.4468424942452,-117.520822411496
50,"1:62,500",121.026,"Distributed",3,40.4465496188943,-117.521162524807
50,"1:62,500",121.026,"Distributed",4,40.4464268001988,-117.52141760979
50,"1:62,500",121.026,"Distributed",5,40.4463984574229,-117.521540428485
51,"1:62,500",271.803,"Distributed",1,40.4502247321689,-117.518725046079
51,"1:62,500",271.803,"Distributed",2,40.4500357803296,-117.519046264206
51,"1:62,500",271.803,"Distributed",3,40.4497145622027,-117.519348587149
51,"1:62,500",271.803,"Distributed",4,40.4493838964839,-117.519528091397
51,"1:62,500",271.803,"Distributed",5,40.4490626783571,-117.519650910092
51,"1:62,500",271.803,"Distributed",6,40.4488548313339,-117.519669805276
51,"1:62,500",271.803,"Distributed",7,40.4484013469195,-117.5196414625
51,"1:62,500",271.803,"Distributed",8,40.448013995649,-117.519632014908
52,"1:62,500",181.788,"Distributed",1,40.2468876831702,-117.644604070908
52,"1:62,500",181.788,"Distributed",2,40.2453680057175,-117.645398764622
53,"1:62,500",1363.15,"Principal",1,40.446374838443,-117.521521533301
53,"1:62,500",1363.15,"Principal",2,40.446081963092,-117.521530980893
53,"1:62,500",1363.15,"Principal",3,40.445807982925,-117.521597114037
53,"1:62,500",1363.15,"Principal",4,40.4456379262697,-117.521823856244
53,"1:62,500",1363.15,"Principal",5,40.4454111840625,-117.522088388819
53,"1:62,500",1363.15,"Principal",6,40.444995490016,-117.522485187682
53,"1:62,500",1363.15,"Principal",7,40.444740405033,-117.522711929889
53,"1:62,500",1363.15,"Principal",8,40.4445420056017,-117.522834748584
53,"1:62,500",1363.15,"Principal",9,40.4441641019231,-117.522976462464
53,"1:62,500",1363.15,"Principal",10,40.4433138186462,-117.5230520432
53,"1:62,500",1363.15,"Principal",11,40.4426808299845,-117.523061490792
53,"1:62,500",1363.15,"Principal",12,40.4415754617245,-117.522929224504
53,"1:62,500",1363.15,"Principal",13,40.4410936345343,-117.52291032932
53,"1:62,500",1363.15,"Principal",14,40.440347274769,-117.52291032932
53,"1:62,500",1363.15,"Principal",15,40.4401677705217,-117.523014252832
53,"1:62,500",1363.15,"Principal",16,40.4399032379467,-117.523203204671
53,"1:62,500",1363.15,"Principal",17,40.4397426288832,-117.523458289654
53,"1:62,500",1363.15,"Principal",18,40.4396387053716,-117.523609451126
53,"1:62,500",1363.15,"Principal",19,40.439251354101,-117.523864536109
53,"1:62,500",1363.15,"Principal",20,40.4390529546698,-117.523959012028
53,"1:62,500",1363.15,"Principal",21,40.4386467082153,-117.524176306643
53,"1:62,500",1363.15,"Principal",22,40.4383727280483,-117.524488077178
53,"1:62,500",1363.15,"Principal",23,40.4382310141688,-117.524818742897
53,"1:62,500",1363.15,"Principal",24,40.4380987478813,-117.52507382788
53,"1:62,500",1363.15,"Principal",25,40.437890900858,-117.525149408616
53,"1:62,500",1363.15,"Principal",26,40.4377302917946,-117.525111618248
53,"1:62,500",1363.15,"Principal",27,40.4375035495874,-117.525206094168
53,"1:62,500",1363.15,"Principal",28,40.4372768073803,-117.525395046007
53,"1:62,500",1363.15,"Principal",29,40.4370311699892,-117.525621788214
53,"1:62,500",1363.15,"Principal",30,40.43679498019,-117.525754054502
53,"1:62,500",1363.15,"Principal",31,40.4364737620632,-117.525857978013
53,"1:62,500",1363.15,"Principal",32,40.4359163541372,-117.525990244301
53,"1:62,500",1363.15,"Principal",33,40.4353967365791,-117.526113062996
53,"1:62,500",1363.15,"Principal",34,40.4352455751077,-117.526084720221
54,"1:62,500",191.01,"Distributed",1,40.2355463153459,-117.656900390162
54,"1:62,500",191.01,"Distributed",2,40.2342706228054,-117.65840612562
55,"1:62,500",252.315,"Principal",1,40.4338284363129,-117.525810740054
55,"1:62,500",252.315,"Principal",2,40.4334694278182,-117.525678473766
55,"1:62,500",252.315,"Principal",3,40.4331954476512,-117.525621788214
55,"1:62,500",252.315,"Principal",4,40.4328269915645,-117.525669026174
55,"1:62,500",252.315,"Principal",5,40.4324868782538,-117.525905215973
55,"1:62,500",252.315,"Principal",6,40.4320900793912,-117.526216986508
55,"1:62,500",252.315,"Principal",7,40.4317405184885,-117.526481519083
56,"1:62,500",334.712,"Distributed",1,40.2323466274983,-117.656466407955
56,"1:62,500",334.712,"Distributed",2,40.2298788943871,-117.658725011142
57,"1:62,500",563.737,"Principal",1,40.42915187829,-117.527152298113
57,"1:62,500",563.737,"Principal",2,40.4285566799962,-117.527208983664
57,"1:62,500",563.737,"Principal",3,40.4280843003979,-117.52723732644
57,"1:62,500",563.737,"Principal",4,40.4276686063514,-117.52719008848
